table,dataset,n_items,n_participants,n_categories,n_responses,density,longitudinal,construct_type,ct_primary,affect_cog,item_format,measurement_tool,construct_name,doi,license
gcbs_brotherton_2013,item_response_warehouse,15,2495,6,37425,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Generic Conspiracist Beliefs Scale,10.3389/fpsyg.2013.00279,CC BY 4.0
wang_onlineriskexp_2025,item_response_warehouse,16,986,5,15776,1,FALSE,Behavioral,Behavioral,other,Likert Scale/selected response,Survey/questionnaire,Online risk exposure scale,10.1371/journal.pone.0319700,CC BY 4.0
wang_onlineriskexp_2025_anxiety,item_response_warehouse,7,986,4,6902,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Anxiety scale,10.1371/journal.pone.0319700,CC BY 4.0
mgkt,item_response_warehouse,32,19218,11,614976,1,FALSE,Cognitive/educational,Cognitive/educational,cognitive,Likert Scale/selected response,Test,Multifactor General Knowledge Test,na,CC BY 4.0
machivallianism_test_main,item_response_warehouse,20,73486,5,1469720,1,FALSE,"Cognitive/educational, Behavioral",Cognitive/educational,cognitive,Likert Scale/selected response,Test,20-question MACH-IV scale,na,CC BY 4.0
fullscaleiq_vocab,item_response_warehouse,7,3194,9,22358,1,FALSE,Cognitive/educational,Cognitive/educational,cognitive,Likert Scale/selected response,Test,"Full Scale IQ Test (Short-Term Memory, Reasoning, and Verbal)",10.1016/j.neuron.2012.06.022,CC BY 4.0
fullscaleiq_mentalrotation,item_response_warehouse,6,3194,11,19164,1,FALSE,Cognitive/educational,Cognitive/educational,cognitive,Likert Scale/selected response,Test,"Full Scale IQ Test (Short-Term Memory, Reasoning, and Verbal)",10.1016/j.neuron.2012.06.022,CC BY 4.0
fullscaleiq_memory,item_response_warehouse,6,3194,11,19164,1,FALSE,Cognitive/educational,Cognitive/educational,cognitive,Likert Scale/selected response,Test,"Full Scale IQ Test (Short-Term Memory, Reasoning, and Verbal)",10.1016/j.neuron.2012.06.022,CC BY 4.0
shu_2025_translation_pcd,item_response_warehouse,16,1054,9,16864,1,FALSE,"Affective/mental health, Opinion/attitude",Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Professional Commitment and Devotion,10.1371/journal.pone.0318101,CC BY 4.0
shu_2025_translation_mcpis,item_response_warehouse,9,1054,5,9486,1,FALSE,"Affective/mental health, Opinion/attitude",Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,MacLeod Clark Professional Identity,10.1371/journal.pone.0318101,CC BY 4.0
shu_2025_translation_eib,item_response_warehouse,7,1054,9,7378,1,FALSE,"Affective/mental health, Opinion/attitude",Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Emotional Identification and Belongingness,10.1371/journal.pone.0318101,CC BY 4.0
envirisk_lalot_2025,item_response_warehouse,12,2005,11,24060,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Environmental risk perception,10.1016/j.jenvp.2025.102520,CC BY 4.0
sbd_smith_2020,item_response_warehouse,22,302,11,6644,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Bipolar Self-Efficacy Scale (BPSES),10.17605/osf.io/c4v7g,CC BY 4.0
erf_breuer_2017_tai,item_response_warehouse,15,433,4,6495,1,FALSE,"Cognitive/educational, Affective/mental health",Cognitive/educational,cognitive,Likert Scale/selected response,Survey/questionnaire,Short Form of the Test Anxiety Inventory–German Version (TAI-G),10.3389/feduc.2020.00015,CC BY 4.0
pechorro_impulsivity_2021_ypitris,item_response_warehouse,21,429,4,9009,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Youth Psychopathic Traits Inventory–Triarchic–Short,10.1371/journal.pone.0260621,CC BY 4.0
gad_brummerhoffman_2021,item_response_warehouse,35,1828,4,63980,1,TRUE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,"Depression and anxiety question framing: The impact of asking about symptom's frequency, context, duration, ability and botherement - generalized anxiety disorder",10.1037/pas0001323,CC BY 4.0
rrca_mcneish_2025_exp,item_response_warehouse,8,386,4,3088,1,FALSE,Cognitive/educational,Cognitive/educational,cognitive,Likert Scale/selected response,Observational rating,Measure of Original Thinking in Elementary School - Example Subscale,10.3758/s13428-025-02611-8,CC BY 4.0
rrca_mcneish_2025_sen,item_response_warehouse,8,386,4,3088,1,FALSE,Cognitive/educational,Cognitive/educational,cognitive,Likert Scale/selected response,Observational rating,Measure of Original Thinking in Elementary School - Sentence Subscale,10.3758/s13428-025-02611-8,CC BY 4.0
rd_ppcvdos_padconacns_jinbo_2019_dos,item_response_warehouse,10,1075,4,10750,1,FALSE,"Behavioral, Physical health/functioning",Behavioral,other,Likert Scale/selected response,Survey/questionnaire,Duesseldorf Orthorexia Scale,10.7910/dvn/f4uyzq,CC0 1.0
heard_roch_2022_cope,item_response_warehouse,24,600,4,14400,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Coping scale asked of refugees,10.31219/osf.io/vq3ty,CC BY 4.0
rosenberg_selfesteem,item_response_warehouse,10,47974,4,479740,1,FALSE,"Personality, Behavioral",Personality,affective/opinion,Likert Scale/selected response,Test,Rosenberg Self Esteem Scale,na,CC BY 4.0
rrca_mcneish_2025_use,item_response_warehouse,8,386,4,3088,1,FALSE,Cognitive/educational,Cognitive/educational,cognitive,Likert Scale/selected response,Observational rating,Measure of Original Thinking in Elementary School - Use Subscale,10.3758/s13428-025-02611-8,CC BY 4.0
sexual_compulsivity,item_response_warehouse,10,3376,4,33760,1,FALSE,Physical health/functioning,Physical health/functioning,other,Likert Scale/selected response,Survey/questionnaire,Sexual Compulsivity Scale,na,CC BY 4.0
mindfulness_assessment,item_response_warehouse,39,601,5,23439,1,FALSE,Cognitive/educational,Cognitive/educational,cognitive,Likert Scale/selected response,Survey/questionnaire,Kentucky Inventory of Mindfulness Skills Assessment,10.1177/1073191104268029,CC BY 4.0
genpsych_russell_2024_gpt3_5,item_response_warehouse,31,1001,5,31031,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Big Five,10.31234/osf.io/fgbj4,CC0 1.0
genpsych_russell_2024_gemma,item_response_warehouse,28,1001,5,28028,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Big Five,10.31234/osf.io/fgbj4,CC0 1.0
genpsych_russell_2024_mixtral,item_response_warehouse,32,998,5,31936,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Big Five,10.31234/osf.io/fgbj4,CC0 1.0
genpsych_russell_2024_llama3,item_response_warehouse,30,1001,5,30030,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Big Five,10.31234/osf.io/fgbj4,CC0 1.0
genpsych_russell_2024_gpt4o,item_response_warehouse,35,999,5,34965,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Big Five,10.31234/osf.io/fgbj4,CC0 1.0
qol_islam_2025,item_response_warehouse,26,1147,5,29822,1,FALSE,"Affective/mental health, Physical health/functioning",Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Gender difference in domain-specific quality of life measured by modified WHOQoL-BREF questionnaire and their associated factors among older adults in a rural district in Bangladesh,10.1371/journal.pone.0317113.t001,CC BY 4.0
dvivdtws_ppmial_marcatto_2023_cwb,item_response_warehouse,22,553,5,12166,1,FALSE,"Behavioral, Opinion/attitude",Behavioral,other,Likert Scale/selected response,Survey/questionnaire,Counterproductive Work Behavior Items (CWB),10.1371/journal.pone.0298880,CC BY 4.0
dvivdtws_ppmial_marcatto_2023_ocb,item_response_warehouse,22,553,5,12166,1,FALSE,"Behavioral, Opinion/attitude",Behavioral,other,Likert Scale/selected response,Survey/questionnaire,Organizational Citizenship Behavior (OCB) Items,10.1371/journal.pone.0298880,CC BY 4.0
dvivdtws_ppmial_marcatto_2023_snaq,item_response_warehouse,22,553,5,12166,1,FALSE,"Opinion/attitude, Behavioral",Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Short Negative Acts Questionnaire (SNAQ),10.1371/journal.pone.0298880,CC BY 4.0
dvivdtws_ppmial_marcatto_2023_ocs,item_response_warehouse,22,553,5,12166,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Dark Tetrad at Work (DTW) scale,10.1371/journal.pone.0298880,CC BY 4.0
dvivdtws_ppmial_marcatto_2023_dtw,item_response_warehouse,22,553,5,12166,1,FALSE,"Opinion/attitude, Personality",Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Dark Tetrad at Work (DTW),10.1371/journal.pone.0298880,CC BY 4.0
erf_breuer_2017_dosp,item_response_warehouse,9,433,5,3897,1,FALSE,"Opinion/attitude, Personality",Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,"Domain-Specific Risk-Taking Scale, German Version (DOSP)",10.3389/feduc.2020.00015,CC BY 4.0
bfi_goldberg_1992_openness_to_experience,item_response_warehouse,10,19719,5,197190,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Big Five Inventory: Openness to Experience,10.1037/1040-3590.4.1.26,CC BY 4.0
bfi_goldberg_1992_extraversion,item_response_warehouse,10,19719,5,197190,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Big Five Inventory: Extraversion,10.1037/1040-3590.4.1.26,CC BY 4.0
bfi_goldberg_1992_agreeableness,item_response_warehouse,10,19719,5,197190,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Big Five Inventory: Agreeableness,10.1037/1040-3590.4.1.26,CC BY 4.0
bfi_goldberg_1992_neuroticism,item_response_warehouse,10,19719,5,197190,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Big Five Inventory: Neuroticism,10.1037/1040-3590.4.1.26,CC BY 4.0
bfi_goldberg_1992_conscientiousness,item_response_warehouse,10,19719,5,197190,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Big Five Inventory: Conscientiousness,10.1037/1040-3590.4.1.26,CC BY 4.0
scs_suh_2023_siaps,item_response_warehouse,12,361,5,4332,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Social Phobia Scale and Social Interaction Anxiety Scale,10.1007/s41811-024-00214-3,CC BY 4.0
sat12_wilson_2003,item_response_warehouse,32,600,5,19200,1,FALSE,Cognitive/educational,Cognitive/educational,cognitive,Likert Scale/selected response,Test,grade 12 science assessment test (SAT),na,GPL-3.0
chexi_lin_2019,item_response_warehouse,24,2212,5,53088,1,FALSE,Cognitive/educational,Cognitive/educational,cognitive,Mixed,Observational rating,TC-CHEXI,10.7910/dvn/yrleay,CC0 1.0
promispfue_2_0e_gershon_2019_promis,item_response_warehouse,34,600,5,20400,1,FALSE,Physical health/functioning,Physical health/functioning,other,Likert Scale/selected response,Survey/questionnaire,PROMIS Physical Function Upper Extremity v2.0 Extension,10.7910/dvn/ihnirh,CC0 1.0
grit,item_response_warehouse,12,3162,5,37944,1,FALSE,"Personality, Cognitive/educational",Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Short Grit Scale,10.1037/0022-3514.92.6.1087,CC BY 4.0
heard_roch_2022_k6,item_response_warehouse,6,600,5,3600,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,KESS depression scale in last 2 weeks asked of refugees,10.31219/osf.io/vq3ty,CC BY 4.0
mft_validationandreplication,item_response_warehouse,36,835,5,30060,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,"Moral Foundations Questionnaire, MFQ-2",10.1016/j.paid.2023.112339,CC BY 4.0
heard_roch_2022_idss,item_response_warehouse,12,600,5,7200,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,International Depression Symptom Scale (IDSS) asked of refugees,10.31219/osf.io/vq3ty,CC BY 4.0
heard_roch_2022_whodas,item_response_warehouse,12,600,5,7200,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Difficulties due to health conditions asked of refugees,10.31219/osf.io/vq3ty,CC BY 4.0
faces_spanish_vegas_2022_fss,item_response_warehouse,10,1196,5,11960,1,FALSE,Other,Other,other,Likert Scale/selected response,Survey/questionnaire,family satisfaction scale (fss),10.7910/dvn/ua5gto,CC0 1.0
short_dark_triad,item_response_warehouse,27,18192,5,491184,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Short Dark Triad (SD3),10.1177/1073191113514105,CC BY 4.0
wmd_bartczuk_2023,item_response_warehouse,24,539,5,12936,1,FALSE,Behavioral,Behavioral,other,Likert Scale/selected response,Survey/questionnaire,Work Moral Disengagement Scale (WMDS),10.31234/osf.io/rgy4a,CC BY 4.0
sabfi2_gallardo_pujol_2018_religionscale,item_response_warehouse,17,419,5,7123,1,FALSE,NA,NA,other,NA,NA,Centrality of religion scale,10.1027/2698-1866/a000020,CC BY 4.0
close_relationships,item_response_warehouse,36,51491,5,1853676,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Experiences in Close Relationships Scale,na,CC BY 4.0
vei_brazillian_shiramizu_2018_iri,item_response_warehouse,28,698,5,19544,1,FALSE,"Affective/mental health, Cognitive/educational",Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Interpersonal Reactivity Index (IRI),10.31234/osf.io/zwu26,CC BY 4.0
hypersensitive_narcissism,item_response_warehouse,22,53981,5,1187582,1,FALSE,Cognitive/educational,Cognitive/educational,cognitive,Likert Scale/selected response,Test,Open Hemispheric Brain Dominance Scale,na,CC BY 4.0
consideration_future_consequences,item_response_warehouse,12,15035,5,180420,1,FALSE,Behavioral,Behavioral,other,Likert Scale/selected response,Test,Experiences in Close Relationships Scale,na,CC BY 4.0
lshs-e_quidaja_2022,item_response_warehouse,16,2664,5,42624,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Hallucination Proneness Scale.,10.1007/s12144-021-02497-7,CC BY 4.0
vei_brazillian_shiramizu_2018_ei,item_response_warehouse,14,698,5,9772,1,FALSE,"Behavioral, Affective/mental health",Behavioral,other,Likert Scale/selected response,Survey/questionnaire,Empathy Index (EI),10.31234/osf.io/zwu26,CC BY 4.0
humor_styles,item_response_warehouse,32,1071,5,34272,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Humor Styles Questionnaire,10.1016/s0092-6566(02)00534-2,CC BY 4.0
disgust_berger2014,item_response_warehouse,25,1414,5,35350,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Berger and Anaki disgust scale,10.5334/jopd.ag,CC0 1.0
singh_2025_identity_irs,item_response_warehouse,10,1470,5,14700,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0318449,CC BY 4.0
singh_2025_identity_grit,item_response_warehouse,8,1470,5,11760,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0318449,CC BY 4.0
singh_2025_identity_pss,item_response_warehouse,10,1470,5,14700,1,FALSE,"Opinion/attitude, Affective/mental health",Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Stress,10.1371/journal.pone.0318449,CC BY 4.0
singh_2025_identity_cse,item_response_warehouse,16,1470,5,23520,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0318449,CC BY 4.0
singh_2025_identity_pba,item_response_warehouse,11,1470,5,16170,1,FALSE,"Opinion/attitude, Affective/mental health",Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Avoidance,10.1371/journal.pone.0318449,CC BY 4.0
brain_hemisphere,item_response_warehouse,20,29544,5,590880,1,FALSE,Cognitive/educational,Cognitive/educational,cognitive,Likert Scale/selected response,Survey/questionnaire,Open Hemispheric Brain Dominance Scale,na,CC BY 4.0
ffm_ext,item_response_warehouse,10,1015341,5,10153410,1,FALSE,Cognitive/educational,Cognitive/educational,cognitive,Likert Scale/selected response,Test,Big Five Personality Test,10.1037/1040-3590.4.1.26,CC BY 4.0
ffm_est,item_response_warehouse,10,1015341,5,10153410,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Big Five Personality Test -Emotional Stability,10.1037/1040-3590.4.1.26,CC BY 4.0
ffm_opn,item_response_warehouse,10,1015341,5,10153410,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Big Five Personality Test -Openness,10.1037/1040-3590.4.1.26,CC BY 4.0
ffm_csn,item_response_warehouse,10,1015341,5,10153410,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Big Five Personality Test -Conscientiousness,10.1037/1040-3590.4.1.26,CC BY 4.0
ffm_agr,item_response_warehouse,10,1015341,5,10153410,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Big Five Personality Test -Agreeableness,10.1037/1040-3590.4.1.26,CC BY 4.0
promispme_forrest_2021_ghglobal_children,item_response_warehouse,18,3635,6,65430,1,FALSE,Physical health/functioning,Physical health/functioning,other,Likert Scale/selected response,Survey/questionnaire,PROMIS Pediatric Global Health (PGH-7),10.7910/dvn/qoo7qx,CC0 1.0
dsgi_brinkmann_2022,item_response_warehouse,36,469,6,16884,1,FALSE,Other,Other,other,Likert Scale/selected response,Survey/questionnaire,Dutch Sensory Gating Inventory,10.1080/23279095.2023.2235453,CC BY-NC 4.0
promispme_forrest_2021_ghglobal_proxy,item_response_warehouse,21,1807,6,37947,1,FALSE,Physical health/functioning,Physical health/functioning,other,Likert Scale/selected response,Survey/questionnaire,"PROMIS Pediatric Global Health (PGH-7), proxy respondent",10.7910/dvn/qoo7qx,CC0 1.0
singh_2025_identity_pds,item_response_warehouse,9,1470,6,13230,1,FALSE,"Opinion/attitude, Affective/mental health",Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,NA,10.1371/journal.pone.0318449,CC BY 4.0
een_lacey_2024_parent,item_response_warehouse,24,2485,6,59640,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Willingness to Seek Mental Health Treatment,10.1002/pam.22643,CC BY 4.0
hexaco_ashton_2014_e,item_response_warehouse,40,22786,7,911440,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,HEXACO Personality Inventory: Emotionality (E) Facets,na,CC BY 4.0
hexaco_ashton_2014_h,item_response_warehouse,40,22786,7,911440,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,HEXACO Personality Inventory: Honesty-Humility (H) Facets,na,CC BY 4.0
hexaco_ashton_2014_a,item_response_warehouse,40,22786,7,911440,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,HEXACO Personality Inventory: Agreeableness (A) Facets,na,CC BY 4.0
hexaco_ashton_2014_x,item_response_warehouse,40,22786,7,911440,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,HEXACO Personality Inventory: Extraversion (X) Facets,na,CC BY 4.0
hexaco_ashton_2014_c,item_response_warehouse,40,22786,7,911440,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,HEXACO Personality Inventory: Conscientiousness (C) Facets,na,CC BY 4.0
hexaco_ashton_2014_o,item_response_warehouse,40,22786,7,911440,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,HEXACO Personality Inventory: Openness to Experience (O) Facets,na,CC BY 4.0
facit_yount_2021_crqsasx,item_response_warehouse,20,608,7,12160,1,TRUE,"Physical health/functioning, Affective/mental health",Physical health/functioning,other,Likert Scale/selected response,Survey/questionnaire,Chronic Respiratory Questionnaire,10.7910/dvn/ibfk5h,CC0 1.0
psr-p_scale_intimacy_hakim_2018_study3,item_response_warehouse,24,897,7,21528,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,parasocial relationship with political figures (PSR-P),10.7910/dvn/f3ks7m,CC0 1.0
vsocfp_sebo_2024,item_response_warehouse,8,794,7,6352,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Sense of Coherence,10.17605/osf.io/pj5mr,CC BY 4.0
scs_suh_2023_scs,item_response_warehouse,30,681,7,20430,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,"The 10-Item Version Singelis’s Self-Construal Scale (SCS-Short Version) for Korean Adults: Psychometric Properties, Measurement Invariance with European Americans, and Associations with Social Anxiety",10.1007/s41811-024-00214-3,CC BY 4.0
nature_relatedness,item_response_warehouse,32,1522,8,48704,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Nature Relatedness Scale,10.3389/fpsyg.2013.00813,CC BY 4.0
deception_professors,item_response_warehouse,21,568,83,11928,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Mixed,Survey/questionnaire,The Importance of Being Honest,10.3758/s13428-019-01309-y,CC BY 4.0
neurodegenerative_huizinga_2019_vfq,item_response_warehouse,29,1461,6,42369,1,FALSE,Physical health/functioning,Physical health/functioning,other,Likert Scale/selected response,Survey/questionnaire,National Eye Institute Visual Function Questionnaire – 25 (NEI-VFQ-25),10.1371/journal.pone.0232232,CC0 1.0
neurodegenerative_huizinga_2019_dass,item_response_warehouse,21,1461,4,30681,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Depression Anxiety Stress Scale – 21 (DASS-21),10.1371/journal.pone.0232232,CC0 1.0
neurodegenerative_huizinga_2019_user,item_response_warehouse,21,1461,6,30681,1,FALSE,Behavioral,Behavioral,other,Likert Scale/selected response,Survey/questionnaire,Utrecht Scale for Evaluation of Rehabilitation-Participation (USER),10.1371/journal.pone.0232232,CC0 1.0
neurodegenerative_huizinga_2019_svc,item_response_warehouse,21,1461,11,30681,1,FALSE,Physical health/functioning,Physical health/functioning,other,Likert Scale/selected response,Survey/questionnaire,The Screening of Visual Complaints questionaire (SVC),10.1371/journal.pone.0232232,CC0 1.0
neurodegenerative_huizinga_2019_feda,item_response_warehouse,27,1461,5,39447,1,FALSE,Cognitive/educational,Cognitive/educational,cognitive,Likert Scale/selected response,Survey/questionnaire,The Questionnaire for Experiences of Attention Deficit (Fragebogen erlebter Defizite der Aufmerkzamkeit; FEDA),10.1371/journal.pone.0232232,CC0 1.0
fcv19s_hossain_2022_anxiety,item_response_warehouse_2,7,1317,4,9219,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,GAD-7 to assess anxiety,10.26262/hjp.v19i1.8266,CC0 1.0
fcv19s_hossain_2022_fear,item_response_warehouse_2,7,1317,4,9219,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Fear of COVID-19,10.26262/hjp.v19i1.8266,CC0 1.0
rfq8_wozniakprus_2022,item_response_warehouse_2,8,538,7,4304,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Reflective Functioning Questionnaire (RFQ-8),10.1080/00223891.2021.2014505,CC0 1.0
shorttripm_silvia_2025,item_response_warehouse_2,15,1151,4,17265,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Short TriPM,10.31234/osf.io/uy9gb_v1,CC BY 4.0
sd4_silvia_2025,item_response_warehouse_2,28,530,5,14840,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Short Dark Tetrad Scale (SD4),10.31234/osf.io/uy9gb_v1,CC BY 4.0
cf_kay_2025,item_response_warehouse_2,11,492,7,5412,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Van Prooijen’s Coin Toss Task,10.1177/10731911251319933,CC BY 4.0
bcti21_kay_2025,item_response_warehouse_2,21,492,9,10332,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Belief in Conspiracy Theories Inventory-21 (BCTI-21),10.1177/10731911251319933,CC BY 4.0
pds_kay_2025,item_response_warehouse_2,10,492,7,4920,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Persecution and Deservedness Scale,10.1177/10731911251319933,CC BY 4.0
agn_kay_2025,item_response_warehouse_2,8,492,7,3936,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Agnew’s Anomie Scale,10.1177/10731911251319933,CC BY 4.0
spq_kay_2025,item_response_warehouse_2,7,492,7,3444,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Odd Beliefs subscale from the Schizotypal Personality Questionnaire,10.1177/10731911251319933,CC BY 4.0
nfc_kay_2025,item_response_warehouse_2,7,492,7,3444,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Need for Chaos Scale,10.1177/10731911251319933,CC BY 4.0
pcl5_xiong_2025,item_response_warehouse_2,20,9506,5,190120,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Posttraumatic stress disorder checklist for DSM-5 (PCL-5),10.1016/j.paid.2025.113343,CC BY 4.0
phq9_xiong_2025,item_response_warehouse_2,9,9506,4,85554,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Patient health questionnaire (PHQ-9),10.1016/j.paid.2025.113343,CC BY 4.0
ders16_xiong_2025,item_response_warehouse_2,16,9506,5,152096,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,DERS-16(extracted from the Chinese version of Difficulties in Emotion Regulation Scale),10.1016/j.paid.2025.113343,CC BY 4.0
wellbeing_kocar_2025,item_response_warehouse_2,38,669,7,25422,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Student Well-Being Scale in Higher Education,na,CC0 1.0
climatechange_geiger_2025,item_response_warehouse_2,14,3653,101,51142,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Mixed,Survey/questionnaire,Pluralistic Ignorance (Climate Change),10.1177/09567976251335585,CC BY 4.0
scs_2025_cfausatr,item_response_warehouse_2,12,670,5,8040,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Self-Compassion Scale,10.1186/s40359-025-03070-8,CC BY 4.0
scs_2025_cfanonclinic,item_response_warehouse_2,12,545,5,6540,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Self-Compassion Scale,10.1186/s40359-025-03070-8,CC BY 4.0
pezzuti_2025_coolpeople_main_collectivism_mexico_chile,item_response_warehouse_2,6,456,7,2736,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Collectivism,10.1037/xge0001799,CC BY 4.0
